!! YAML file for Class AA verbs

gatáa+V+SINGULAR+IMPERATIVE: gatáa
: gatáaga                          gatáa+V+IMMEDIATE+PRESENT
: sçál'aang'ahlanggiinii          sçál+V+NEGATIVE+CERTAIN+PAST+HABITUAL
: sçál'angäsaa'ahlans             sçál+V+NEGATIVE+CERTAIN+FUTURE
: sçál'aang'ahlans                sçál+V+NEGATIVE+CERTAIN+RELATIVE
: sçál'aangaa'ahlang              sçál+V+NEGATIVE+INTENSIVE+PAST
: sçál'aangaa'ahlanggaa           sçál+V+NEGATIVE+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: sçál'aangaa'ahlanggang          sçál+V+NEGATIVE+COUNTERFACTUAL+PRESENT
: sçál'aang'ahl                   sçál+V+NEGATIVE+REFLEXIVE
: sçál'angäseehl                  sçál+V+NEGATIVE+FUTURE+REFLEXIVE+INTERROGATIVE
: sçál'ang'uu                     sçál+V+NEGATIVE+PLURAL+IMPERATIVE
: sçál'ang'waa                    sçál+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: sçál'ang'waa                    sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: sçál'ang'waang                  sçál+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: sçál'ang'wägan                  sçál+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST
: sçál'ang'aawaa                  sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: sçál'ang'aawaan                 sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST
: sçál'ang'waas                   sçál+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE
: sçál'ang'aawaas                 sçál+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: sçál'ang'waa.ang                sçál+V+NEGATIVE+3rd_PERSON_PLURAL+NON_FACTIVE
: sçál'ang'aawaa.ang              sçál+V+NEGATIVE+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: sçálgang'ang'waa                sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: sçálgang'ang'waang              sçál+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: sçálgang'ang'waa.ang            sçál+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: sçál'ang'wägiinii               sçál+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: sçál'ang'wägaangaa              sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: sçál'ang'wägaangaan             sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: sçál'ang'waaäsaa                sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: sçál'ang'waaäs                  sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: sçál'ang'waaäsaang              sçál+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: sçál'ang'waaäsga                sçál+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: sçál'ang'waaäsaas               sçál+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: sçál'ang'waaäsaa.ang            sçál+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: sçál'waa.ang ñasaa'áng          sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: sçál'waa.ang ñasaa'ánggang      sçál+V+NEGATIVE+3rd_PERSON_PLURAL+NEAR+FUTURE
: sçál'waa.ang ñasaasdlä'áng      sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: sçál'waa.ang ñasaasdlä'ánggang  sçál+V+NEGATIVE+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: sçál'ang'waa'uuj                sçál+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: sçál'ang'waa'uujang             sçál+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: sçál'ang'waaäsaa'uujang         sçál+V+NEGATIVE+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: sçál'ang'waa'us                 sçál+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: sçál'ang'waa'ujaa               sçál+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: sçál'ang'waa'uujaangaa          sçál+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: sçál'ang'waaäsaa'us             sçál+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: sçál'ang'waa'ahlanggang         sçál+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: sçál'ang'waa'ahlanggan          sçál+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST
: sçál'ang'waa'ahlanggiinii       sçál+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: sçál'ang'waaäsaa'ahlans         sçál+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: sçál'ang'waa'ahlans             sçál+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: sçál'ang'aawaa'ahlang           sçál+V+NEGATIVE+3rd_PERSON_PLURAL+INTENSIVE+PAST
: sçál'ang'aawaa'ahlanggaa        sçál+V+NEGATIVE+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: sçál'ang'aawaa'ahlanggang       sçál+V+NEGATIVE+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: sçál'ang'waa'ahl                sçál+V+NEGATIVE+3rd_PERSON_PLURAL+REFLEXIVE
: sçál'ang'waaäseehl              sçál+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE

! LEXICON CLASS_AL_STEM_2

: sçáalaa                          sçál+V+INTERROGATIVE+PAST
: sçáalaan                         sçál+V+INDIRECT+PAST
: sçáalaas                         sçál+V+RELATIVE+EVIDENTIAL
: sçáalaa.ang                      sçál+V+PAST+NON_FACTIVE
: sçáal'ahlanggang                 sçál+V+CERTAIN+PRESENT
: sçáal'ahlanggan                  sçál+V+CERTAIN+PAST
: sçáal'ahlanggiinii               sçál+V+CERTAIN+PAST+HABITUAL
: sçáal'ahlans                     sçál+V+CERTAIN+RELATIVE
: sçáalaa'ahlang                   sçál+V+INTENSIVE+PAST
: sçáalaa'ahlanggaa                sçál+V+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: sçáalaa'ahlanggang               sçál+V+COUNTERFACTUAL+PRESENT
: sçáal'ahl                        sçál+V+REFLEXIVE

! LEXICON CLASS_ANG_STEM_1

: chíigang                            chíigang+V+SINGULAR+IMPERATIVE
: chíigangga                          chíigang+V+IMMEDIATE+PRESENT
: chíigang                            chíigang+V+INTERROGATIVE+SIMPLE+PRESENT
: chíiganggang                        chíigang+V+SIMPLE+PRESENT
: chíiganggan                         chíigang+V+DIRECT+PAST
: chíigangs                           chíigang+V+RELATIVE
: chíigangang                         chíigang+V+NON_FACTIVE
: chíiganggang                        chíigang+V+INTERROGATIVE+PRESENT+HABITUAL
: chíigangganggang                    chíigang+V+PRESENT+HABITUAL
: chíiganggangang                     chíigang+V+PRESENT+HABITUAL+NON_FACTIVE
: chíiganggiinii                      chíigang+V+DIRECT+PAST+HABITUAL
: chíiganggaangaa                     chíigang+V+INTERROGATIVE+PAST+HABITUAL
: chíiganggaangaan                    chíigang+V+INDIRECT+PAST+HABITUAL
: chíigangäsaa                        chíigang+V+INTERROGATIVE+FUTURE+LONG
: chíigangäs                          chíigang+V+INTERROGATIVE+FUTURE+SHORT
: chíigangäsaang                      chíigang+V+SIMPLE+FUTURE
: chíigangäsga                        chíigang+V+IMMEDIATE+FUTURE
: chíigangäsaas                       chíigang+V+RELATIVE+FUTURE
: chíigangäsaa.ang                    chíigang+V+FUTURE+NON_FACTIVE
: chíigangang ñasa'áa                 chíigang+V+INTERROGATIVE+NEAR+FUTURE
: chíigangang ñasa'áang               chíigang+V+NEAR+FUTURE
: chíigangang ñasaasdláa              chíigang+V+INTERROGATIVE+VERYNEAR+FUTURE
: chíigangang ñasaasdláang            chíigang+V+VERYNEAR+FUTURE
: chíigang'uuj                        chíigang+V+BIASED+IMMEDIATE+PRESENT
: chíigang'uujang                     chíigang+V+BIASED+SIMPLE+PRESENT
: chíigangäsaa'uujang                 chíigang+V+RESIGNED_OBLIGATION
: chíigang'us                         chíigang+V+BIASED+INTERROGATIVE+PRESENT
: chíigang'ujaa                       chíigang+V+BIASED+INTERROGATIVE+PAST
: chíigang'uujaangaa                  chíigang+V+BIASED+INTERROGATIVE+PAST+HABITUAL
: chíigangäsaa'us                     chíigang+V+BIASED+INTERROGATIVE+FUTURE
: chíigangäsaa'ahlans                 chíigang+V+CERTAIN+FUTURE
: chíigangäseehl                      chíigang+V+FUTURE+REFLEXIVE+INTERROGATIVE
: chíigang'uu                         chíigang+V+PLURAL+IMPERATIVE
: chíigang'waa                        chíigang+V+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: chíigang'waa                        chíigang+V+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: chíigang'waang                      chíigang+V+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: chíigang'wägan                      chíigang+V+3rd_PERSON_PLURAL+DIRECT+PAST
: chíigang'aawaa                      chíigang+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: chíigang'aawaan                     chíigang+V+3rd_PERSON_PLURAL+INDIRECT+PAST
: chíigang'waas                       chíigang+V+3rd_PERSON_PLURAL+RELATIVE
: chíigang'aawaas                     chíigang+V+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: chíigang'waa.ang                    chíigang+V+3rd_PERSON_PLURAL+NON_FACTIVE
: chíigang'aawaa.ang                  chíigang+V+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: chíiganggang'waa                    chíigang+V+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: chíiganggang'waang                  chíigang+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: chíiganggang'waa.ang                chíigang+V+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: chíigang'wägiinii                   chíigang+V+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: chíigang'wägaangaa                  chíigang+V+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: chíigang'wägaangaan                 chíigang+V+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: chíigang'waaäsaa                    chíigang+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: chíigang'waaäs                      chíigang+V+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: chíigang'waaäsaang                  chíigang+V+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: chíigang'waaäsga                    chíigang+V+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: chíigang'waaäsaas                   chíigang+V+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: chíigang'waaäsaa.ang                chíigang+V+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: chíigang'waa.ang ñasa'áa            chíigang+V+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: chíigang'waa.ang ñasa'áang          chíigang+V+3rd_PERSON_PLURAL+NEAR+FUTURE
: chíigang'waa.ang ñasaasdláa         chíigang+V+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: chíigang'waa.ang ñasaasdláang       chíigang+V+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: chíigang'waa'uuj                    chíigang+V+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: chíigang'waa'uujang                 chíigang+V+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: chíigang'waaäsaa'uujang             chíigang+V+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: chíigang'waa'us                     chíigang+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: chíigang'waa'ujaa                   chíigang+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: chíigang'waa'uujaangaa              chíigang+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: chíigang'waaäsaa'us                 chíigang+V+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: chíigang'waa'ahlanggang             chíigang+V+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: chíigang'waa'ahlanggan              chíigang+V+3rd_PERSON_PLURAL+CERTAIN+PAST
: chíigang'waa'ahlanggiinii           chíigang+V+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: chíigang'waaäsaa'ahlans             chíigang+V+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: chíigang'waa'ahlans                 chíigang+V+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: chíigang'aawaa'ahlang               chíigang+V+3rd_PERSON_PLURAL+INTENSIVE+PAST
: chíigang'aawaa'ahlanggaa            chíigang+V+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: chíigang'aawaa'ahlanggang           chíigang+V+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: chíigang'waa'ahl                    chíigang+V+3rd_PERSON_PLURAL+REFLEXIVE
: chíigang'waaäseehl                  chíigang+V+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE
: chíigang'ang                        chíigang+V+NEGATIVE+SINGULAR+IMPERATIVE
: chíigang'angga                      chíigang+V+NEGATIVE+IMMEDIATE+PRESENT
: chíigang'ang                        chíigang+V+NEGATIVE+INTERROGATIVE+SIMPLE+PRESENT
: chíigang'anggang                    chíigang+V+NEGATIVE+SIMPLE+PRESENT
: chíigang'anggan                     chíigang+V+NEGATIVE+DIRECT+PAST
: chíigang'aangaa                     chíigang+V+NEGATIVE+INTERROGATIVE+PAST
: chíigang'aangaan                    chíigang+V+NEGATIVE+INDIRECT+PAST
: chíigang'ans                        chíigang+V+NEGATIVE+RELATIVE
: chíigang'aangaas                    chíigang+V+NEGATIVE+RELATIVE+EVIDENTIAL
: chíigang'angang                     chíigang+V+NEGATIVE+NON_FACTIVE
: chíigang'aangaa.ang                 chíigang+V+NEGATIVE+PAST+NON_FACTIVE
: chíigang'anggang                    chíigang+V+NEGATIVE+INTERROGATIVE+PRESENT+HABITUAL
: chíiganggang'anggang                chíigang+V+NEGATIVE+PRESENT+HABITUAL
: chíiganggang'angang                 chíigang+V+NEGATIVE+PRESENT+HABITUAL+NON_FACTIVE
: chíigang'anggiinii                  chíigang+V+NEGATIVE+DIRECT+PAST+HABITUAL
: chíigang'anggaangaa                 chíigang+V+NEGATIVE+INTERROGATIVE+PAST+HABITUAL
: chíigang'anggaangaan                chíigang+V+NEGATIVE+INDIRECT+PAST+HABITUAL
: chíigang'angäsaa                    chíigang+V+NEGATIVE+INTERROGATIVE+FUTURE+LONG
: chíigang'angäs                      chíigang+V+NEGATIVE+INTERROGATIVE+FUTURE+SHORT
: chíigang'angäsaang                  chíigang+V+NEGATIVE+SIMPLE+FUTURE
: chíigang'angäsga                    chíigang+V+NEGATIVE+IMMEDIATE+FUTURE
: chíigang'angäsaas                   chíigang+V+NEGATIVE+RELATIVE+FUTURE
: chíigang'angäsaa.ang                chíigang+V+NEGATIVE+FUTURE+NON_FACTIVE
: chíigangang ñasaa'áng               chíigang+V+NEGATIVE+INTERROGATIVE+NEAR+FUTURE
: chíigangang ñasaa'ánggang           chíigang+V+NEGATIVE+NEAR+FUTURE
: chíigangang ñasaasdlä'áng           chíigang+V+NEGATIVE+INTERROGATIVE+VERYNEAR+FUTURE
: chíigangang ñasaasdlä'ánggang       chíigang+V+NEGATIVE+VERYNEAR+FUTURE
: chíigang'ang'uuj                    chíigang+V+NEGATIVE+BIASED+IMMEDIATE+PRESENT
: chíigang'ang'uujang                 chíigang+V+NEGATIVE+BIASED+SIMPLE+PRESENT
: chíigang'angäsaa'uujang             chíigang+V+NEGATIVE+RESIGNED_OBLIGATION
: chíigang'ang'us                     chíigang+V+NEGATIVE+BIASED+INTERROGATIVE+PRESENT
: chíigang'ang'ujaa                   chíigang+V+NEGATIVE+BIASED+INTERROGATIVE+PAST
: chíigang'ang'uujaangaa              chíigang+V+NEGATIVE+BIASED+INTERROGATIVE+PAST+HABITUAL
: chíigang'angäsaa'us                 chíigang+V+NEGATIVE+BIASED+INTERROGATIVE+FUTURE
: chíigang'aang'ahlanggang            chíigang+V+NEGATIVE+CERTAIN+PRESENT
: chíigang'aang'ahlanggan             chíigang+V+NEGATIVE+CERTAIN+PAST
: chíigang'aang'ahlanggiinii          chíigang+V+NEGATIVE+CERTAIN+PAST+HABITUAL
: chíigang'angäsaa'ahlans             chíigang+V+NEGATIVE+CERTAIN+FUTURE
: chíigang'aang'ahlans                chíigang+V+NEGATIVE+CERTAIN+RELATIVE
: chíigang'aangaa'ahlang              chíigang+V+NEGATIVE+INTENSIVE+PAST
: chíigang'aangaa'ahlanggaa           chíigang+V+NEGATIVE+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: chíigang'aangaa'ahlanggang          chíigang+V+NEGATIVE+COUNTERFACTUAL+PRESENT
: chíigang'aang'ahl                   chíigang+V+NEGATIVE+REFLEXIVE
: chíigang'angäseehl                  chíigang+V+NEGATIVE+FUTURE+REFLEXIVE+INTERROGATIVE
: chíigang'ang'uu                     chíigang+V+NEGATIVE+PLURAL+IMPERATIVE
: chíigang'ang'waa                    chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+PRESENT
: chíigang'ang'waa                    chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+SIMPLE+PRESENT
: chíigang'ang'waang                  chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+PRESENT
: chíigang'ang'wägan                  chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST
: chíigang'ang'aawaa                  chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST
: chíigang'ang'aawaan                 chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST
: chíigang'ang'waas                   chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE
: chíigang'ang'aawaas                 chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+EVIDENTIAL
: chíigang'ang'waa.ang                chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+NON_FACTIVE
: chíigang'ang'aawaa.ang              chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+PAST+NON_FACTIVE
: chíiganggang'ang'waa                chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PRESENT+HABITUAL
: chíiganggang'ang'waang              chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL
: chíiganggang'ang'waa.ang            chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+PRESENT+HABITUAL+NON_FACTIVE
: chíigang'ang'wägiinii               chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+DIRECT+PAST+HABITUAL
: chíigang'ang'wägaangaa              chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+PAST+HABITUAL
: chíigang'ang'wägaangaan             chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INDIRECT+PAST+HABITUAL
: chíigang'ang'waaäsaa                chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+LONG
: chíigang'ang'waaäs                  chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+FUTURE+SHORT
: chíigang'ang'waaäsaang              chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+SIMPLE+FUTURE
: chíigang'ang'waaäsga                chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+IMMEDIATE+FUTURE
: chíigang'ang'waaäsaas               chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+RELATIVE+FUTURE
: chíigang'ang'waaäsaa.ang            chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+NON_FACTIVE
: chíigang'waa.ang ñasaa'áng          chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+NEAR+FUTURE
: chíigang'waa.ang ñasaa'ánggang      chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+NEAR+FUTURE
: chíigang'waa.ang ñasaasdlä'áng      chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INTERROGATIVE+VERYNEAR+FUTURE
: chíigang'waa.ang ñasaasdlä'ánggang  chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+VERYNEAR+FUTURE
: chíigang'ang'waa'uuj                chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+IMMEDIATE+PRESENT
: chíigang'ang'waa'uujang             chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+SIMPLE+PRESENT
: chíigang'ang'waaäsaa'uujang         chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+RESIGNED_OBLIGATION
: chíigang'ang'waa'us                 chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PRESENT
: chíigang'ang'waa'ujaa               chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST
: chíigang'ang'waa'uujaangaa          chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+PAST+HABITUAL
: chíigang'ang'waaäsaa'us             chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+BIASED+INTERROGATIVE+FUTURE
: chíigang'ang'waa'ahlanggang         chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PRESENT
: chíigang'ang'waa'ahlanggan          chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST
: chíigang'ang'waa'ahlanggiinii       chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+PAST+HABITUAL
: chíigang'ang'waaäsaa'ahlans         chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+FUTURE
: chíigang'ang'waa'ahlans             chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+CERTAIN+RELATIVE
: chíigang'ang'aawaa'ahlang           chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+INTENSIVE+PAST
: chíigang'ang'aawaa'ahlanggaa        chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: chíigang'ang'aawaa'ahlanggang       chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+COUNTERFACTUAL+PRESENT
: chíigang'ang'waa'ahl                chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+REFLEXIVE
: chíigang'ang'waaäseehl              chíigang+V+NEGATIVE+3rd_PERSON_PLURAL+FUTURE+REFLEXIVE+INTERROGATIVE

! LEXICON CLASS_ANG_STEM_2

: chíigaangaa                          chíigang+V+INTERROGATIVE+PAST
: chíigaangaan                         chíigang+V+INDIRECT+PAST
: chíigaangaas                         chíigang+V+RELATIVE+EVIDENTIAL
: chíigaangaa.ang                      chíigang+V+PAST+NON_FACTIVE
: chíigaang'ahlanggang                 chíigang+V+CERTAIN+PRESENT
: chíigaang'ahlanggan                  chíigang+V+CERTAIN+PAST
: chíigaang'ahlanggiinii               chíigang+V+CERTAIN+PAST+HABITUAL
: chíigaang'ahlans                     chíigang+V+CERTAIN+RELATIVE
: chíigaangaa'ahlang                   chíigang+V+INTENSIVE+PAST
: chíigaangaa'ahlanggaa                chíigang+V+SHOULD_KEEP_ON_VERBING_FOR_A_WHILE
: chíigaangaa'ahlanggang               chíigang+V+COUNTERFACTUAL+PRESENT
: chíigaang'ahl                        chíigang+V+REFLEXIVE

! LEXICON CLASS_AN_STEM_1

: dlán                            dlán+V+SINGULAR+IMPERATIVE
: dlán.ga                          dlán+V+IMMEDIATE+PRESENT
: dlán                           dlán+V+INTERROGATIVE+SIMPLE+PRESENT
: dlán.gang                        dlán+V+SIMPLE+PRESENT
: dlán.gan                         dlán+V+DIRECT+PAST
